Date,Open,High,Low,Close
2020-12-07,4610,4681,4445,4514
2020-12-08,4531,4606,4443,4562
2020-12-09,4569,4640,4464,4489
2020-12-10,4492,4557,4449,4468
2020-12-11,4448,4567,4428,4482
2020-12-14,4468,4541,4428,4536
2020-12-15,4527,4616,4340,4437
2020-12-16,4456,4525,4364,4459
2020-12-17,4469,4534,4391,4401
2020-12-18,4404,4489,4400,4460
2020-12-21,4467,4568,4456,4497
2020-12-22,4492,4540,4453,4511
2020-12-23,4511,4580,4468,4495
2020-12-24,4476,4548,4404,4425
2020-12-28,4409,4502,4319,4329
2020-12-29,4339,4384,4244,4364
2020-12-30,4348,4393,4269,4366
2020-12-31,4377,4409,4356,4408
2021-01-04,4415,4421,4292,4318
2021-01-05,4334,4505,4292,4418
2021-01-06,4433,4553,4376,4516
2021-01-07,4517,4625,4451,4572
2021-01-08,4589,4704,4584,4638
2021-01-11,4618,4768,4523,4690
2021-01-12,4690,4845,4618,4773
2021-01-13,4764,4846,4716,4746
2021-01-14,4730,4767,4590,4670
2021-01-15,4659,4742,4564,4701
2021-01-19,4707,4771,4646,4766
2021-01-20,4757,4904,4696,4830
2021-01-21,4810,4874,4727,4868
2021-01-22,4874,4944,4774,4817
2021-01-25,4806,5000,4792,4900
2021-01-26,4899,4972,4855,4951
2021-01-27,4959,5059,4869,4940
2021-01-28,4931,4997,4816,4835
2021-01-29,4822,4902,4808,4880
2021-02-01,4882,4955,4832,4953
2021-02-02,4951,5008,4811,4881
2021-02-03,4871,5031,4783,4943
2021-02-04,4949,4977,4899,4945
2021-02-05,4925,5081,4890,5018
2021-02-08,5020,5083,4993,5019
2021-02-09,5004,5034,4962,5028
2021-02-10,5017,5161,4983,5061
2021-02-11,5051,5124,4972,5080
2021-02-12,5081,5191,4983,5116
2021-02-16,5115,5197,5080,5109
2021-02-17,5114,5212,5064,5065
2021-02-18,5074,5148,5072,5145
2021-02-19,5134,5216,5069,5147
2021-02-22,5155,5217,5038,5109
2021-02-23,5125,5193,5009,5101
2021-02-24,5117,5204,5056,5166
2021-02-25,5170,5228,5161,5197
2021-02-26,5211,5279,5168,5186
2021-03-01,5172,5253,5101,5195
2021-03-02,5177,5197,5051,5130
2021-03-03,5125,5187,5098,5174
2021-03-04,5159,5297,5128,5197
2021-03-05,5180,5218,5092,5172
2021-03-08,5155,5239,5092,5230
2021-03-09,5233,5295,5099,5194
2021-03-10,5203,5248,5160,5176
2021-03-11,5192,5269,5128,5167
2021-03-12,5179,5262,5173,5233
2021-03-15,5249,5352,5248,5301
2021-03-16,5285,5350,5099,5199
2021-03-17,5186,5243,5046,5096
2021-03-18,5081,5200,5065,5125
2021-03-19,5116,5122,5024,5111
2021-03-22,5101,5202,5100,5105
2021-03-23,5122,5219,5060,5141
2021-03-24,5161,5280,5160,5237
2021-03-25,5217,5383,5126,5291
2021-03-26,5287,5384,5217,5255
2021-03-29,5250,5335,5234,5236
2021-03-30,5253,5328,5139,5221
2021-03-31,5236,5364,5233,5314
2021-04-01,5306,5370,5248,5359
2021-04-05,5369,5554,5341,5461
2021-04-06,5478,5557,5340,5412
2021-04-07,5423,5489,5414,5468
2021-04-08,5486,5520,5358,5407
2021-04-09,5426,5518,5413,5487
2021-04-12,5499,5524,5431,5506
2021-04-13,5507,5517,5428,5455
2021-04-14,5470,5632,5455,5532
2021-04-15,5527,5609,5483,5526
2021-04-16,5508,5526,5371,5450
2021-04-19,5447,5504,5410,5419
2021-04-20,5407,5409,5224,5314
2021-04-21,5301,5411,5262,5376
2021-04-22,5376,5464,5313,5412
2021-04-23,5400,5451,5341,5444
2021-04-26,5440,5541,5432,5506
2021-04-27,5501,5594,5430,5580
2021-04-28,5578,5699,5536,5675
2021-04-29,5656,5788,5595,5703
2021-04-30,5702,5832,5641,5741
2021-05-03,5757,5813,5658,5704
2021-05-04,5687,5744,5542,5616
2021-05-05,5630,5672,5564,5584
2021-05-06,5590,5620,5483,5499
2021-05-07,5500,5585,5415,5528
2021-05-10,5510,5613,5415,5537
2021-05-11,5521,5625,5519,5531
2021-05-12,5514,5540,5437,5466
2021-05-13,5481,5586,5413,5579
2021-05-14,5594,5632,5510,5619
2021-05-17,5629,5720,5552,5689
2021-05-18,5686,5842,5599,5786
2021-05-19,5777,5953,5738,5874
2021-05-20,5880,5932,5799,5871
2021-05-21,5877,5957,5784,5902
2021-05-24,5910,5948,5747,5844
2021-05-25,5853,5953,5760,5783
2021-05-26,5785,5887,5736,5819
2021-05-27,5810,5926,5716,5858
2021-05-28,5848,5870,5782,5802
2021-06-01,5819,5914,5745,5821
2021-06-02,5821,5945,5772,5907
2021-06-03,5923,5963,5892,5924
2021-06-04,5925,5979,5780,5843
2021-06-07,5836,5931,5783,5783
2021-06-08,5792,5801,5677,5742
2021-06-09,5755,5853,5683,5798
2021-06-10,5788,5861,5752,5752
2021-06-11,5747,5873,5711,5832
2021-06-14,5838,5941,5809,5857
2021-06-15,5861,5902,5740,5786
2021-06-16,5775,5829,5716,5791
2021-06-17,5806,5881,5722,5725
2021-06-18,5710,5798,5664,5700
2021-06-21,5682,5794,5649,5769
2021-06-22,5769,5807,5703,5762
2021-06-23,5758,5855,5713,5773
2021-06-24,5776,5836,5751,5792
2021-06-25,5776,5897,5685,5847
2021-06-28,5845,5845,5784,5800
2021-06-29,5808,5859,5759,5837
2021-06-30,5852,5946,5683,5778
2021-07-01,5774,5865,5694,5737
2021-07-02,5723,5858,5723,5776
2021-07-06,5769,5890,5669,5842
2021-07-07,5846,5897,5780,5881
2021-07-08,5875,6042,5858,5945
2021-07-09,5931,6026,5901,5942
2021-07-12,5943,6100,5928,6032
2021-07-13,6019,6041,5928,5985
2021-07-14,5993,6134,5959,6037
2021-07-15,6055,6123,5950,6046
2021-07-16,6028,6096,5939,6024
2021-07-19,6010,6059,5964,5989
2021-07-20,5970,6098,5969,6049
2021-07-21,6062,6094,6034,6039
2021-07-22,6038,6124,5994,6037
2021-07-23,6035,6097,5910,5953
2021-07-26,5936,5993,5892,5925
2021-07-27,5924,6040,5877,6011
2021-07-28,6001,6123,5950,6096
2021-07-29,6091,6130,6079,6098
2021-07-30,6104,6287,6043,6200
2021-08-02,6194,6211,6085,6113
2021-08-03,6112,6227,6013,6141
2021-08-04,6152,6222,6009,6092
2021-08-05,6089,6176,6007,6126
2021-08-06,6141,6162,6040,6095
2021-08-09,6097,6118,6092,6118
2021-08-10,6133,6206,6078,6196
2021-08-11,6205,6213,6127,6157
2021-08-12,6151,6209,5989,6069
2021-08-13,6077,6141,5983,6134
2021-08-16,6131,6205,6042,6112
2021-08-17,6097,6152,6023,6098
2021-08-18,6091,6193,6067,6098
2021-08-19,6087,6194,6070,6154
2021-08-20,6158,6256,6149,6217
2021-08-23,6212,6222,6091,6124
2021-08-24,6142,6148,6009,6067
2021-08-25,6058,6153,5953,6024
2021-08-26,6005,6018,5984,6012
2021-08-27,6026,6123,5945,6051
2021-08-30,6053,6151,5952,6005
2021-08-31,6025,6047,5924,5931
2021-09-01,5932,6050,5866,6022
2021-09-02,6010,6146,5985,6088
2021-09-03,6100,6236,6026,6186
2021-09-07,6201,6226,6103,6146
2021-09-08,6163,6207,6022,6077
2021-09-09,6080,6194,5984,6139
2021-09-10,6145,6286,6145,6189
2021-09-13,6192,6326,6166,6266
2021-09-14,6253,6329,6137,6235
2021-09-15,6244,6337,6094,6164
2021-09-16,6146,6211,6127,6155
2021-09-17,6149,6200,6024,6096
2021-09-20,6100,6116,5937,6028
2021-09-21,6030,6062,5961,5972
2021-09-22,5983,6058,5957,5992
2021-09-23,5998,6130,5967,6049
2021-09-24,6045,6218,5994,6142
2021-09-27,6124,6207,6020,6073
2021-09-28,6054,6078,5924,5980
2021-09-29,5978,6035,5866,5886
2021-09-30,5896,5967,5851,5917
2021-10-01,5914,5995,5893,5966
2021-10-04,5948,6046,5804,5852
2021-10-05,5864,5921,5666,5764
2021-10-06,5747,5785,5744,5770
2021-10-07,5768,5942,5761,5849
2021-10-08,5834,5873,5760,5777
2021-10-11,5768,5832,5620,5703
2021-10-12,5711,5768,5648,5768
2021-10-13,5766,5769,5623,5696
2021-10-14,5683,5785,5633,5706
2021-10-15,5696,5869,5606,5796
2021-10-18,5798,5908,5762,5888
2021-10-19,5901,5942,5857,5891
2021-10-20,5905,5987,5807,5900
2021-10-21,5918,5973,5835,5861
2021-10-22,5845,5931,5768,5775
2021-10-25,5755,5842,5712,5825
2021-10-26,5836,5978,5767,5924
2021-10-27,5940,5955,5908,5955
2021-10-28,5959,6096,5914,6026
2021-10-29,6043,6044,5896,5983
2021-11-01,5990,6077,5823,5904
2021-11-02,5921,5988,5911,5962
2021-11-03,5943,6024,5929,5952
2021-11-04,5942,5979,5798,5855
2021-11-05,5866,5878,5777,5865
2021-11-08,5882,5941,5790,5907
2021-11-09,5896,6042,5840,5942
2021-11-10,5938,6015,5893,5986
2021-11-11,5994,6076,5993,6064
2021-11-12,6084,6136,5996,6006
2021-11-15,6007,6061,5941,6047
2021-11-16,6064,6127,5957,5978
2021-11-17,5980,6078,5894,5894
2021-11-18,5880,5933,5708,5781
2021-11-19,5765,5811,5761,5800
2021-11-22,5783,5845,5744,5746
2021-11-23,5734,5749,5729,5740
2021-11-24,5723,5842,5624,5752
2021-11-26,5763,5871,5742,5840
2021-11-29,5853,5885,5704,5783
2021-11-30,5787,5904,5785,5843
2021-12-01,5839,5970,5758,5871
2021-12-02,5864,6008,5764,5922
2021-12-03,5904,6009,5832,5991
2021-12-06,5979,6073,5902,5968
2021-12-07,5983,5984,5816,5915
2021-12-08,5904,5957,5818,5857
2021-12-09,5872,5948,5784,5819
2021-12-10,5825,5942,5792,5917
2021-12-13,5916,5939,5845,5907
2021-12-14,5909,5990,5831,5981
2021-12-15,5972,5974,5884,5944
2021-12-16,5930,6031,5888,6025
2021-12-17,6035,6092,5971,6058
2021-12-20,6069,6194,6050,6118
2021-12-21,6113,6209,6019,6104
2021-12-22,6099,6195,5973,6067
2021-12-23,6071,6230,6011,6142
2021-12-27,6150,6242,6096,6238
2021-12-28,6220,6272,6120,6167
2021-12-29,6155,6188,5986,6060
2021-12-30,6043,6083,6004,6075
2021-12-31,6075,6165,6057,6086
2022-01-03,6087,6149,6044,6056
2022-01-04,6054,6148,5931,5995
2022-01-05,6014,6119,5947,6069
2022-01-06,6067,6109,6042,6045
2022-01-07,6033,6081,5975,6010
2022-01-10,5994,6075,5860,5898
2022-01-11,5903,5966,5805,5934
2022-01-12,5930,6016,5902,5951
2022-01-13,5941,5986,5848,5892
2022-01-14,5911,5986,5784,5873
2022-01-18,5865,5943,5805,5939
2022-01-19,5923,5925,5823,5886
2022-01-20,5876,5938,5809,5935
2022-01-21,5945,5981,5820,5869
2022-01-24,5852,5919,5727,5806
2022-01-25,5794,5815,5685,5728
2022-01-26,5732,5821,5662,5674
2022-01-27,5682,5738,5637,5641
2022-01-28,5623,5709,5599,5630
2022-01-31,5615,5708,5581,5678
2022-02-01,5677,5720,5588,5671
2022-02-02,5687,5719,5624,5696
2022-02-03,5677,5763,5660,5682
2022-02-04,5696,5804,5601,5767
2022-02-07,5783,5786,5638,5687
2022-02-08,5672,5767,5563,5580
2022-02-09,5570,5639,5469,5499
2022-02-10,5518,5617,5425,5443
2022-02-11,5461,5524,5430,5503
2022-02-14,5518,5538,5396,5445
2022-02-15,5431,5542,5335,5528
2022-02-16,5537,5643,5444,5594
2022-02-17,5589,5634,5489,5498
2022-02-18,5517,5635,5508,5597
2022-02-22,5582,5590,5532,5568
2022-02-23,5584,5590,5485,5559
2022-02-24,5548,5703,5499,5609
2022-02-25,5628,5657,5539,5588
2022-02-28,5578,5705,5493,5672
2022-03-01,5685,5700,5509,5586
2022-03-02,5592,5743,5496,5652
2022-03-03,5671,5770,5524,5573
2022-03-04,5589,5669,5442,5513
2022-03-07,5497,5501,5433,5473
2022-03-08,5488,5618,5397,5577
2022-03-09,5558,5576,5431,5523
2022-03-10,5536,5619,5485,5506
2022-03-11,5522,5561,5363,5434
2022-03-14,5449,5462,5329,5390
2022-03-15,5382,5482,5251,5300
2022-03-16,5310,5425,5287,5336
2022-03-17,5320,5416,5296,5406
2022-03-18,5421,5500,5348,5475
2022-03-21,5474,5480,5324,5384
2022-03-22,5396,5522,5374,5466
2022-03-23,5468,5559,5463,5527
2022-03-24,5517,5589,5367,5421
2022-03-25,5415,5448,5406,5421
2022-03-28,5435,5497,5343,5406
2022-03-29,5400,5409,5284,5315
2022-03-30,5320,5323,5140,5229
2022-03-31,5210,5282,5206,5229
2022-04-01,5232,5345,5230,5295
2022-04-04,5299,5417,5230,5325
2022-04-05,5339,5352,5205,5301
2022-04-06,5320,5403,5245,5376
2022-04-07,5381,5432,5340,5391
2022-04-08,5408,5426,5266,5346
2022-04-11,5334,5408,5306,5405
2022-04-12,5401,5516,5349,5470
2022-04-13,5487,5667,5435,5567
2022-04-14,5549,5591,5394,5482
2022-04-18,5470,5526,5418,5506
2022-04-19,5510,5540,5413,5448
2022-04-20,5451,5553,5380,5500
2022-04-21,5506,5530,5504,5526
2022-04-22,5524,5570,5481,5505
2022-04-25,5508,5561,5449,5466
2022-04-26,5451,5600,5415,5515
2022-04-27,5526,5647,5461,5584
2022-04-28,5585,5678,5487,5577
2022-04-29,5570,5608,5522,5549
2022-05-02,5565,5642,5441,5466
2022-05-03,5479,5541,5365,5462
2022-05-04,5470,5488,5398,5439
2022-05-05,5424,5457,5282,5362
2022-05-06,5382,5476,5335,5358
2022-05-09,5366,5402,5268,5314
2022-05-10,5319,5444,5254,5408
2022-05-11,5390,5435,5283,5322
2022-05-12,5320,5380,5208,5243
2022-05-13,5235,5255,5200,5253
2022-05-16,5244,5345,5229,5272
2022-05-17,5254,5301,5191,5298
2022-05-18,5294,5332,5168,5263
2022-05-19,5276,5354,5241,5275
2022-05-20,5258,5354,5094,5187
2022-05-23,5174,5341,5089,5264
2022-05-24,5251,5336,5215,5323
2022-05-25,5339,5467,5269,5373
2022-05-26,5384,5473,5318,5368
2022-05-27,5371,5461,5340,5375
2022-05-31,5393,5467,5291,5343
2022-06-01,5331,5377,5259,5315
2022-06-02,5315,5385,5258,5318
2022-06-03,5330,5342,5169,5254
2022-06-06,5272,5350,5181,5286
2022-06-07,5287,5417,5268,5346
2022-06-08,5341,5402,5252,5335
2022-06-09,5349,5447,5215,5252
2022-06-10,5232,5265,5093,5140
2022-06-13,5130,5185,5044,5117
2022-06-14,5109,5174,5079,5164
2022-06-15,5156,5168,5030,5060
2022-06-16,5054,5234,5013,5134
2022-06-17,5130,5243,5103,5185
2022-06-21,5173,5205,5162,5177
2022-06-22,5169,5169,5017,5104
2022-06-23,5108,5198,4989,5077
2022-06-24,5063,5124,5021,5042
2022-06-27,5042,5128,4888,4944
2022-06-28,4956,5021,4875,4947
2022-06-29,4945,5002,4829,4921
2022-06-30,4924,5018,4920,5008
2022-07-01,4988,5115,4955,5087
2022-07-05,5101,5113,4964,5002
2022-07-06,4991,4998,4932,4976
2022-07-07,4974,5046,4875,4889
2022-07-08,4884,5021,4834,4921
2022-07-11,4903,5094,4870,4994
2022-07-12,4994,4997,4954,4985
2022-07-13,4982,5141,4980,5076
2022-07-14,5088,5202,5034,5167
2022-07-15,5176,5274,5076,5210
2022-07-18,5229,5260,5194,5258
2022-07-19,5243,5387,5237,5311
2022-07-20,5328,5402,5274,5317
2022-07-21,5299,5345,5287,5292
2022-07-22,5272,5275,5116,5215
2022-07-25,5200,5308,5196,5264
2022-07-26,5268,5395,5265,5342
2022-07-27,5356,5420,5307,5415
2022-07-28,5396,5407,5350,5364
2022-07-29,5376,5382,5287,5341
2022-08-01,5356,5467,5277,5415
2022-08-02,5428,5560,5349,5504
2022-08-03,5505,5605,5437,5557
2022-08-04,5544,5599,5483,5573
2022-08-05,5579,5645,5475,5537
2022-08-08,5534,5677,5495,5625
2022-08-09,5643,5674,5595,5634
2022-08-10,5638,5706,5557,5610
2022-08-11,5602,5643,5551,5554
2022-08-12,5567,5628,5409,5479
2022-08-15,5486,5565,5373,5411
2022-08-16,5405,5460,5321,5367
2022-08-17,5372,5415,5350,5415
2022-08-18,5413,5485,5253,5343
2022-08-19,5334,5414,5334,5388
2022-08-22,5374,5427,5272,5291
2022-08-23,5280,5320,5241,5251
2022-08-24,5252,5364,5238,5298
2022-08-25,5298,5405,5216,5312
2022-08-26,5320,5346,5150,5238
2022-08-29,5240,5306,5137,5142
2022-08-30,5154,5172,5068,5082
2022-08-31,5080,5141,5047,5130
2022-09-01,5138,5283,5109,5189
2022-09-02,5196,5235,5058,5112
2022-09-06,5120,5248,5051,5188
2022-09-07,5177,5247,5141,5141
2022-09-08,5153,5200,5148,5154
2022-09-09,5164,5267,5125,5211
2022-09-12,5231,5322,5226,5309
2022-09-13,5323,5439,5297,5359
2022-09-14,5365,5485,5352,5441
2022-09-15,5440,5498,5346,5434
2022-09-16,5436,5466,5342,5436
2022-09-19,5451,5621,5413,5544
2022-09-20,5534,5724,5470,5625
2022-09-21,5625,5699,5479,5577
2022-09-22,5591,5779,5588,5683
2022-09-23,5676,5677,5578,5619
2022-09-26,5612,5706,5597,5633
2022-09-27,5634,5670,5560,5637
2022-09-28,5655,5746,5620,5666
2022-09-29,5685,5740,5568,5632
2022-09-30,5652,5764,5595,5688
2022-10-03,5686,5749,5663,5703
2022-10-04,5705,5766,5656,5714
2022-10-05,5698,5731,5658,5699
2022-10-06,5708,5729,5651,5697
2022-10-07,5683,5833,5615,5764
2022-10-10,5761,5864,5727,5786
2022-10-11,5788,5849,5777,5786
2022-10-12,5805,5952,5711,5868
2022-10-13,5861,6016,5829,5947
2022-10-14,5933,6000,5852,5926
2022-10-17,5938,6018,5879,5950
2022-10-18,5957,6034,5911,5923
2022-10-19,5921,6019,5844,5853
2022-10-20,5865,5986,5856,5886
2022-10-21,5879,5919,5762,5792
2022-10-24,5811,5908,5753,5804
2022-10-25,5816,5876,5805,5823
2022-10-26,5805,5875,5630,5719
2022-10-27,5705,5804,5633,5765
2022-10-28,5761,5831,5749,5795
2022-10-31,5789,5872,5696,5838
2022-11-01,5822,5886,5791,5818
2022-11-02,5830,5922,5730,5749
2022-11-03,5767,5847,5646,5727
2022-11-04,5741,5827,5621,5651
2022-11-07,5632,5689,5533,5630
2022-11-08,5623,5694,5539,5619
2022-11-09,5616,5700,5494,5527
2022-11-10,5541,5557,5433,5454
2022-11-11,5434,5522,5334,5520
2022-11-14,5533,5580,5435,5527
2022-11-15,5510,5660,5476,5577
2022-11-16,5567,5672,5518,5628
2022-11-17,5644,5679,5477,5557
2022-11-18,5554,5632,5459,5477
2022-11-21,5467,5564,5369,5370
2022-11-22,5371,5465,5245,5288
2022-11-23,5295,5395,5218,5263
2022-11-25,5268,5340,5156,5245
2022-11-28,5256,5361,5206,5292
2022-11-29,5282,5368,5192,5278
2022-11-30,5284,5307,5141,5187
2022-12-01,5200,5205,5081,5134
2022-12-02,5137,5231,5088,5163
2022-12-05,5167,5247,5063,5082
2022-12-06,5074,5153,5005,5084
2022-12-07,5099,5134,5002,5043
2022-12-08,5037,5080,5033,5061
2022-12-09,5060,5212,5033,5120
2022-12-12,5125,5182,5074,5083
2022-12-13,5092,5222,5060,5141
2022-12-14,5155,5270,5130,5211
2022-12-15,5202,5330,5185,5237
2022-12-16,5238,5380,5215,5284
2022-12-19,5268,5320,5175,5238
2022-12-20,5232,5414,5177,5331
2022-12-21,5349,5418,5349,5407
2022-12-22,5402,5478,5310,5413
2022-12-23,5427,5483,5318,5397
2022-12-27,5380,5391,5318,5378
2022-12-28,5374,5403,5296,5325
2022-12-29,5328,5357,5225,5245
2022-12-30,5225,5230,5055,5134
2023-01-03,5152,5205,5086,5160
,5165,5296,5070,5219
,5204,5303,5084,5154
,5160,5216,5061,5215
